"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 27 06:55:21 GMT 2023","Mon Mar 27 06:55:30 GMT 2023","9224","","com.capital.ticTests.EN.commodities.CheckRegBtnTests","","com.capital.ticTests.EN.commodities.CheckRegBtnTests","ticPageHeader_ClickOnBtnTradeNow_SignUpFormWasAppear","Check 'Trade Now' button on page header [27] , FCA, carbon-emissions-futures-ecfz21-commodity",""
"passed","Mon Mar 27 06:33:37 GMT 2023","Mon Mar 27 06:33:45 GMT 2023","8785","","com.capital.ticTests.EN.commodities.CheckRegBtnTests","","com.capital.ticTests.EN.commodities.CheckRegBtnTests","ticPage_ClickOnBtnAddToFavourite_SignUpFormWasAppear","Check 'Add to favourite' button on title block [15] , FCA, orange-juice-spot-commodity",""
"passed","Mon Mar 27 07:31:39 GMT 2023","Mon Mar 27 07:31:48 GMT 2023","9592","","com.capital.ticTests.EN.commodities.CheckRegBtnTests","","com.capital.ticTests.EN.commodities.CheckRegBtnTests","ticWidget_ClickOnBtnBell_SignUpFormWasAppear","Check Bell on trading instrument widget [18] , FCA, soybean-spot-commodity",""
"broken","Mon Mar 27 07:08:27 GMT 2023","Mon Mar 27 07:08:52 GMT 2023","24486","","com.capital.ticTests.EN.commodities.CheckRegBtnTests","","com.capital.ticTests.EN.commodities.CheckRegBtnTests","ticWidget_ClickOnBtnBuy_SignUpFormWasAppear","Check 'Buy' button on trading instrument widget [19] , FCA, iron-ore-spot-commodity",""
"broken","Mon Mar 27 06:46:14 GMT 2023","Mon Mar 27 06:46:21 GMT 2023","7341","","com.capital.ticTests.EN.commodities.CheckRegBtnTests","","com.capital.ticTests.EN.commodities.CheckRegBtnTests","ticModuleWidgetPromoMarket_clickOnBtnTradeNow_SignUpFormWasAppear","Checking buttons 'Trade Now' (4 items) on module widget promo market [28] , FCA, nickel-spot-commodity",""
"broken","Mon Mar 27 06:09:15 GMT 2023","Mon Mar 27 06:09:39 GMT 2023","24155","","com.capital.ticTests.EN.commodities.CheckRegBtnTests","","com.capital.ticTests.EN.commodities.CheckRegBtnTests","ticModuleWhyChooseCapitalCom_clickOnBtnTryNow_SignUpFormWasAppear","Checking button 'Try Now' on module 'Why choose Capital.com? Our numbers speak for themselves.' [4] , FCA, brent-crude-oil-price",""
"passed","Mon Mar 27 07:19:29 GMT 2023","Mon Mar 27 07:19:42 GMT 2023","12661","","com.capital.ticTests.EN.commodities.CheckRegBtnTests","","com.capital.ticTests.EN.commodities.CheckRegBtnTests","ticLongPosition_ClickOnGoToPlatform_SignUpFormWasAppear","Check button on Long position overnight fee [32] , FCA, uk-cocoa-futures-may-2022-commodity",""
"passed","Mon Mar 27 06:49:47 GMT 2023","Mon Mar 27 06:50:07 GMT 2023","19812","","com.capital.ticTests.EN.commodities.CheckRegBtnTests","","com.capital.ticTests.EN.commodities.CheckRegBtnTests","ticModuleWidgetPromoMarket_clickOnBtnTradeNow_SignUpFormWasAppear","Checking buttons 'Trade Now' (4 items) on module widget promo market [40] , FCA, us-natural-gas-futures-ngx22-commodity",""
"passed","Mon Mar 27 06:25:26 GMT 2023","Mon Mar 27 06:25:35 GMT 2023","9152","","com.capital.ticTests.EN.commodities.CheckRegBtnTests","","com.capital.ticTests.EN.commodities.CheckRegBtnTests","ticModuleTradingCalculator_clickOnBtnStartTrading_SignUpFormWasAppear","Checking button 'Start trading' on module 'Trading calculator' [6] , FCA, copper-price",""
"passed","Mon Mar 27 07:21:07 GMT 2023","Mon Mar 27 07:21:21 GMT 2023","13806","","com.capital.ticTests.EN.commodities.CheckRegBtnTests","","com.capital.ticTests.EN.commodities.CheckRegBtnTests","ticLongPosition_ClickOnGoToPlatform_SignUpFormWasAppear","Check button on Long position overnight fee [40] , FCA, us-natural-gas-futures-ngx22-commodity",""
